No.;Time;Comment;Scramble;Date;P.1
307;1:32.45;;F D' Uw2 L' Uw Fw' U Rw2 F Uw2 Rw2 B2 U2 D' R2 Rw D' F Rw2 Fw' F' U' F' L2 B Fw F2 Rw' L2 B' L U2 Rw2 B U D2 F2 L B' Uw';2026-01-12 19:16:18;1:32.45
308;1:29.87;;B2 U2 Fw2 Uw2 U' Fw' L2 U F' Fw2 L U2 R' B2 Fw' R U2 L2 U B2 Rw2 L2 D2 U2 Fw Rw' U2 L R2 U' B' R2 D' Uw' Rw D L Fw D L;2026-01-12 19:18:44;1:29.87
309;1:36.88;;D U F2 Fw' R Fw2 R2 Uw' L2 B' Rw' B2 D2 Fw D2 Uw2 L2 F' D L' U Fw' Rw' L R2 F2 Fw D Uw' F U2 D' Fw Uw' R F2 Uw' F Rw' D;2026-01-12 19:21:23;1:36.88
310;1:17.42;;L' D2 R2 B' L R Uw2 B' Uw' L2 Rw' R Uw2 B U B U2 R' Rw U L2 U2 L Rw2 U' L' U2 R' Rw D2 Fw2 Rw2 D2 B2 Fw Uw' Fw L2 Fw' D';2026-01-12 19:23:33;1:17.42
311;1:36.37;;U' B' U R' Fw' B' Uw U B' U' R2 L Uw B U Rw Fw Uw' R Uw' B' U2 D Fw U' L B' Rw2 L F2 B2 Uw' L U2 B Fw2 Uw' F U2 R2;2026-01-12 19:25:50;1:36.37
312;1:47.53;;B2 L B' R' D F2 Fw B2 Rw' F' B L Fw2 Uw2 F' D2 R2 D L B' Uw2 Fw L2 B' Fw R2 Fw' F Rw' B' L' U2 Uw' R2 Uw R Rw2 D' F2 B;2026-01-12 19:28:10;1:47.53
313;DNF(1:16.04);;F2 Uw' F U' D' Uw' F2 D2 Rw2 D' F' B D2 F2 U2 D Uw Fw L Rw' Fw R' Uw2 B2 D' U2 F' L' Uw L F2 Uw2 F2 Fw2 R U2 R' B2 Rw2 B2;2026-01-12 19:31:33;1:16.04
314;1:11.88;;B2 D2 U2 Uw' R' D' F B2 Fw2 D2 Rw' Fw' L' Rw Uw D' Fw Uw L D' B D R2 F2 U Rw' F2 D2 B' D2 Rw2 R' Fw' B2 U2 Fw' B2 Rw2 R' B';2026-01-12 19:36:01;1:11.88
315;1:57.36;;F R' L B2 F' Fw R' Uw' B2 U2 Uw F' Rw2 F D2 Fw2 U2 L B' F Fw' Rw Fw' L2 B2 Fw' R Fw D2 U' F U D2 Uw' L' F R' U' D2 Fw2;2026-01-12 19:38:00;1:57.36
316;1:18.36;;L Uw' B Rw2 U2 R2 Uw' Rw2 Fw R' Uw B2 L Uw2 Rw2 D2 R2 Fw U' Rw U2 Uw' B Uw2 B Fw2 U2 F Fw' B2 D2 F' Rw U' L2 Rw2 Uw2 Rw B R;2026-01-12 19:40:52;1:18.36
317;1:17.43;;R' Uw2 R U2 D' Uw2 Fw' U' B' R D' U2 Rw Fw2 Uw' D L2 Uw' R2 B2 Rw' Uw' U R L' Rw U' B' Fw2 D U2 Fw2 D F' L2 U B2 L' Fw2 R;2026-01-12 19:43:17;1:17.43
318;1:23.76;;Rw' R2 D2 Uw' B Fw Uw' F' Fw R2 U' Uw2 R2 U Rw2 F2 Uw Rw2 Uw U' F2 Fw2 R' Fw2 F L R' U' L2 R F' Uw D Rw2 U F U L Uw U2;2026-01-12 19:45:42;1:23.76
319;1:14.09;;Rw2 R' L' U' B L' F' U2 F' R2 B R' Rw' L D L D R' Fw U D2 B2 Fw' F2 Rw' Fw F2 B' R' B' Rw' B' L2 R' Uw' R2 Fw Rw2 R' U;2026-01-12 19:48:12;1:14.09
320;1:45.78;;R Rw2 D2 Rw2 D' F2 Rw' B' D' B' Uw' U' Fw D F2 L2 R' Rw2 U' D2 Fw Rw F2 Fw2 U Rw' Fw' U Uw' D' B' R' L2 U D' R U' Uw2 B2 Rw2;2026-01-12 19:50:07;1:45.78
321;1:33.58;;F' R2 L2 B2 Rw2 F U' Rw2 R D2 U2 B Fw' U2 Fw' D R2 F L Rw2 B D2 F2 R L2 F' D' B2 D' Fw Rw F2 U2 Uw F B2 Fw Rw Uw Rw;2026-01-12 19:54:01;1:33.58
322;1:09.08;;L D2 F' L' R Rw Uw' U2 Rw R' L Fw' U F2 Rw2 B R2 F R Rw2 F2 B U' F B2 L' Fw Rw' F D' R D' B2 Rw F2 D2 Rw2 U' Fw' R2;2026-01-12 19:56:18;1:09.08
323;1:24.08;;Rw' Uw2 B' Uw U' R U' D2 Rw' F Uw F U2 R F2 Rw' B' Fw2 U2 R F2 L' Rw' U2 Fw2 Rw' Fw D R U2 B' U R F' B' Fw2 Rw' Fw2 D' Uw;2026-01-12 19:58:18;1:24.08
324;1:11.37;;Uw2 Fw' Rw Fw' D2 F' R2 D Uw2 B' Rw2 F L' B' L' D2 Fw2 D' L Fw' D2 L' D Uw2 Rw2 U2 L' B2 D' R2 Rw2 D B' D U' L' R' U' B2 U';2026-01-12 20:01:16;1:11.37
325;1:35.80;;U L' D F Rw L2 U B2 Rw2 L' Fw F U2 B' U Uw L Fw Rw2 Uw' Fw' B2 F' Rw2 L F2 B Rw' F' L F2 D2 Uw2 F Uw Rw R Fw2 B2 R';2026-01-12 20:03:48;1:35.80
326;1:14.50;;Fw D' Fw2 D2 F U' Uw' L Rw B F U' Rw' D' Fw' R' L' F Uw2 B2 R' D2 Rw2 U' F2 U2 F B' R D2 F' Fw Uw' D' B2 Rw' F' Uw Fw2 Uw2;2026-01-12 20:07:46;1:14.50
327;1:27.64;;R2 U2 Rw' L U' B2 U Rw' F' D' Uw' R' Rw Uw Fw D2 R' D2 U2 Rw' B' D2 U2 Uw2 F2 D Fw F' U2 F U' D' Rw' Fw2 R' Fw Uw' D Fw2 B2;2026-01-12 20:09:54;1:27.64
328;1:38.25;;Rw U Fw2 D2 F2 Uw2 L2 Fw' U2 Rw Fw' B F' U L Fw2 B Rw2 Uw2 U D' Fw B' R Uw D' Fw' F' Rw2 U2 F Uw2 R2 U2 D2 Fw' L2 D Uw' F2;2026-01-12 20:15:59;1:38.25
329;1:17.06;;Fw2 Uw Rw' B' L Uw B2 U' D2 Rw U2 L' Uw2 U D L B Fw2 L2 F' U2 D' R2 F' R' Rw U Rw2 U2 L F' R' D2 Rw2 Uw' F2 U F Uw' B';2026-01-12 20:18:12;1:17.06
330;1:18.11;;L2 Uw F' Fw U Uw' F2 Rw' F' U' Uw B' R F2 R L2 F' B Fw2 Uw L B R Uw' D' F' U2 Fw2 D2 B' D Rw2 B' F' R F2 Fw2 B' U' L';2026-01-12 21:33:16;1:18.11
331;DNF(35.98);;R B2 R' B2 Uw2 L' Fw2 D2 Fw Uw R' D' Fw2 F B' Uw D F2 L2 D2 Rw2 D2 U2 Fw L U Uw2 D' F' L2 B2 Uw' R Fw2 L2 B2 F Rw2 B Uw';2026-01-12 23:38:03;35.98
332;1:34.76;;F' U Rw2 L2 Fw R Uw2 L2 Fw' F2 Rw Fw' Uw D2 Fw Rw2 Uw' Rw' R L2 D' Uw2 U L' U Uw' D L2 U' Uw2 R' Rw2 D2 Uw R' Uw' Fw D2 U' Rw2;2026-01-12 23:39:23;1:34.76
333;1:14.33;;Rw2 R' U2 B2 F L2 D' F Rw2 F' L F' D2 U' Rw2 D B D' R' F Uw U Fw L U2 B' L2 Fw B Uw2 F2 Fw2 U D' Uw Rw' B Rw2 U2 B2;2026-01-12 23:42:37;1:14.33
334;1:18.25;;F' R B2 D2 Uw B' Fw' U2 Fw U2 R2 B' R' D2 R Uw' F' Fw D' B' Rw2 D' Uw2 Rw2 D' B F2 L2 F2 L2 F U' L F' L2 R2 F R2 D' Fw2;2026-01-12 23:44:56;1:18.25
335;1:19.96;;D' Rw Uw2 Rw' B R2 Uw Fw U D B U' F' U' Rw2 F2 Rw U2 R F' Fw D2 U B' Fw2 Rw' U D' B2 Rw' Uw' D' B2 F U Fw' D' B2 Rw' R';2026-01-12 23:46:57;1:19.96
336;1:16.30;;U2 Rw2 F' D' L' B' U2 L' R2 Fw B2 Rw F' L2 Uw2 U2 L' R Uw F2 Fw2 R2 F2 B' L' F2 B R Fw' F' L' Rw D2 F2 L2 U' F Uw2 Rw D';2026-01-12 23:49:05;1:16.30
337;1:20.27;;B2 Uw' R' Rw' D' F' B2 Uw2 U2 Fw' U' Fw2 Rw' R F' Rw2 D' B Fw' Rw2 F Rw D U2 L' D R D2 L' Rw2 D2 F2 R F L Fw' B' U' Fw2 L';2026-01-12 23:50:59;1:20.27
338;1:25.01;;R' B2 L' Uw F' U' Rw' U' L' Rw R' Fw2 U' F2 Fw2 L' R2 U' L Rw R F2 R Fw F' U L2 R' F2 B L D2 B2 Rw Uw U' Fw2 B' U2 B';2026-01-12 23:53:03;1:25.01
339;1:28.56;;F R' D' L2 Fw' U2 B2 L2 U' Uw Rw2 F' Uw' R2 L' Fw Rw F Rw Fw B2 R' Rw2 B F' D2 U' F2 Rw' B D F R2 Uw2 B R2 Fw2 R2 B2 U2;2026-01-22 20:17:57;1:28.56
340;1:27.49;;D2 Rw' U' D2 Fw2 F2 B L' U2 D B' Rw2 Uw' B2 Fw U L' Uw B' R' B' L' F' R2 F2 D R2 L2 Rw2 U' Rw' L D' Uw2 Rw2 L' U' F2 Uw F';2026-01-22 20:20:25;1:27.49
341;1:08.52;;Rw' L2 R D' B' Fw' Uw' B Uw' Fw' R U L' R D' U' R2 Uw2 Fw2 B Rw' F2 Rw Fw2 D2 Fw L R F' Rw' U Rw' L2 B2 D' R' L2 Rw' Fw2 D';2026-01-22 20:22:49;1:08.52
342;1:18.78;;U2 Uw2 D' L2 Fw2 L2 Rw' Fw' Uw U Fw' U2 D' B2 L2 Fw2 D' U' Uw' F2 L2 U' Uw F' D2 Rw2 U2 F R' Rw' U Uw' F' Uw Fw Uw B' F2 Rw U2;2026-01-22 20:24:26;1:18.78
343;1:12.89;;Fw' Rw' L' D Fw2 U2 Rw2 D' B' R2 F' D F2 U' Rw' Uw2 R2 L D L' Uw Rw2 Uw' B' D2 L D' Fw' U2 B2 Uw2 U' D' Rw2 R U' D2 R' D' Uw2;2026-01-22 20:26:18;1:12.89
344;1:17.67;;L2 F U2 B2 Uw' Rw2 F U F' R F L2 B Fw' U Rw R B' F R B U2 B2 L' Uw2 L' Rw2 U' Fw' Rw Uw Rw2 B L' B2 L2 Uw' D' F' Uw;2026-01-22 20:28:05;1:17.67
345;1:24.91;;U F' L2 F Rw' L2 Fw' U Rw' R2 Fw2 D Uw Rw2 L' F' Uw' D' R' L Rw Fw' L2 U' B' R Fw Rw2 B U' R2 L' B2 Uw2 D2 L' R2 Uw' U R;2026-01-22 20:35:13;1:24.91
346;1:03.76;;R' Uw' Fw2 Uw D U2 Fw2 F2 D' L2 Rw B2 L2 F' R2 L2 B Uw' Fw' D F2 D U' R Uw2 F' Uw2 D2 F Fw2 Uw F Uw' D U2 R2 U2 B Uw' Fw2;2026-01-22 20:37:14;1:03.76
347;1:04.68;;U L' F Uw F' L2 F' U' B' Fw2 L' D2 F' B' Rw2 Uw U F2 R' Uw2 Fw' B2 Uw U2 Fw' Uw' Rw' F' Fw D2 L' D' B' R' Uw' L2 Fw2 F' R L;2026-01-22 20:38:57;1:04.68
348;1:06.54;;D U2 Uw Fw' F' R2 Rw2 B F U' B' F D2 L Uw' U B Rw2 L U' L B2 D L2 D L2 B Uw Rw' Fw2 D2 U2 L Uw' F2 B' R L2 Fw' Uw2;2026-01-22 20:48:24;1:06.54
349;1:06.03;;L' U D2 Fw D' F Uw L2 B' Uw' D R F Uw' U2 R' Rw U2 Uw D' F2 Rw' F' B' R Uw2 Rw D L2 D2 L2 Rw2 D' Uw' F B' L' Fw Rw2 B';2026-01-22 20:50:05;1:06.03
350;1:07.50;;F B U B' L Fw B U' Rw' Fw D' U Uw R' Rw U' F2 L Rw2 D' Rw2 B' Rw2 F R2 B F Fw U L U2 R L Rw U2 Rw Fw F B2 L;2026-01-22 20:51:43;1:07.50
351;1:08.32;;Fw2 L2 Fw' Rw B F Rw' U2 Fw2 F D F2 R Fw2 Rw2 B Fw2 U' R' U' B' F D Rw' D2 Uw U' B2 Rw' R Fw2 L2 Fw' R' L U Fw F2 D2 Uw';2026-01-22 20:55:30;1:08.32
352;1:09.20;;F2 L' D Rw L' D R F U' L' U Uw' D' B R U2 L' R D' Uw Fw B' U' R2 F2 L' R2 Fw' Uw' R U D L F' L2 R' Uw2 R2 Rw2 B2;2026-01-22 21:00:59;1:09.20
353;1:04.16;;R' Rw L F2 B' Fw' R F' R2 Rw2 U' B R2 Rw' F2 R F' D2 Rw' D R' U Uw Rw B2 L Rw2 F R2 Uw Fw2 B' D2 B Uw' R2 L2 Fw' F' B2;2026-01-22 21:02:46;1:04.16
354;1:00.76;;U F2 Uw' U' L' B U2 Fw2 F2 R' F' B Uw D2 Fw' B F' U2 F' Fw B R' Fw2 U2 F D' B' L' B U' L Rw2 B' Uw' Fw' Uw B U' D2 Fw;2026-01-22 21:17:26;1:00.76
355;1:14.01;;Uw2 F2 D2 Rw2 B' Rw2 D2 B2 D2 Fw' R Fw R L2 Rw U' Uw2 R Rw L' Uw2 F' D B U R2 Rw' Fw2 F' D2 Fw' B Uw' D B2 Uw2 Fw' D U' Rw';2026-01-22 21:19:23;1:14.01
356;1:18.06;;D2 U2 L Uw' D' R D' F D2 R2 Uw2 D' Rw' D' Uw L Uw2 R B' F D B2 L2 Fw' B' R2 F2 U2 L' B2 L Fw R2 Fw' B R B Fw' F R';2026-01-22 21:21:17;1:18.06
357;1:04.78;;U' Uw2 F' R' D2 R2 B2 D2 F2 Fw Uw2 F2 R' L U2 F Rw2 Uw2 Fw' L Rw2 Uw L2 Rw2 U' Fw' R U2 B2 Fw2 Uw Fw2 L U' Uw' D' Rw' Uw2 L2 Uw';2026-01-22 21:25:00;1:04.78
358;1:17.27;;F L' B D L' F' L' U' B2 R' F2 L2 F2 R' U2 F2 U2 F' Rw2 D' B2 R L Fw2 R D' R' Uw2 F2 Fw2 Rw2 Fw D L' Fw2 D' Rw D2 Fw D2 B' R Rw;2026-01-22 23:38:15;1:17.27
359;1:21.57;;F2 R2 U' R2 B2 D L2 F2 U' F2 R' L2 F D' R' B' U B2 D2 R' L' Uw2 B' D' Uw2 Rw2 F D F' Rw2 U F L2 Rw' Uw2 B R' U B' Uw' R2 Fw' R' Uw Rw Fw2;2026-01-22 23:39:55;1:21.57
360;1:04.62;;R2 F2 L2 U' F2 U F2 D F2 R2 L F2 U F2 R' B2 D2 F R' Rw2 Fw2 U' F' U Rw2 D' F Rw2 U2 Fw2 U F Rw' D2 Uw2 R' L Fw' Rw Fw2 U' L Fw' U2;2026-01-22 23:41:39;1:04.62
361;1:24.78;;F2 R2 U2 R2 B2 L2 F L2 F' R2 B' D' R L' D L2 U F2 L F' B Uw2 L' F' B2 Uw2 B2 Fw2 R' B L' F2 Uw2 Rw2 Uw' B2 Fw2 L D' F2 Uw Rw B' Uw Fw' Uw Rw';2026-01-22 23:43:15;1:24.78
362;1:15.79;;L D' B R F2 R2 U' D R' F R2 B2 L U2 F2 U2 L F2 R' U2 L Fw2 L Uw2 Fw2 U Fw2 D F2 Rw2 D' Fw2 Rw2 F' Uw2 Fw D B2 U2 F Rw U2 D Uw Rw2 F';2026-01-22 23:45:07;1:15.79
363;1:08.93;;F R' B' L2 F U2 B' R2 F2 L2 U2 F U2 F2 R B2 D L U2 R2 B Fw2 Rw2 F B2 L Fw2 L2 Uw2 L' F' R B' L Uw Rw2 B' R2 U' Uw' Rw F Uw' B2 Uw Fw;2026-01-22 23:46:46;1:08.93
364;1:22.23;;F2 L B2 R D2 R' F2 R2 F2 U2 F R D R F2 B R U D' Fw2 Uw2 B U Uw2 Fw2 Rw2 F' Rw2 U' F2 L2 F2 R Rw F D' B Rw' Fw' R2 U F2 Fw Uw';2026-01-22 23:48:18;1:22.23
365;1:00.56;;B' R F2 R B2 L2 U2 F2 U2 D2 F D B R2 F' D' R' L2 Fw2 Uw2 B' D' L2 F D Fw2 Rw2 U2 Uw2 F U2 Rw F D2 B2 Rw D' Uw' R2 Rw Uw2 R' U2;2026-01-22 23:50:04;1:00.56
366;1:05.36;;R2 F2 R' D2 F2 R U2 L2 F2 B2 L F' B2 R' U2 B' R L' F D' B2 Fw2 L' Fw2 Rw2 Uw2 L D2 B2 U Rw2 D' R Fw' U' L2 U D Fw' Uw B' Rw Fw L Rw2 D2;2026-01-22 23:51:32;1:05.36
367;1:09.28;;D' R2 L' F' D2 B' L2 F' B2 U2 B' L2 U F B L D' R2 U2 Uw2 F L' B2 L' Uw2 B R' Fw2 L2 B' D Rw2 U L2 Uw' F' Rw B2 Fw R2 Rw2 Fw2 D2;2026-01-22 23:53:00;1:09.28
368;1:11.26;;L2 D2 L2 F' D2 F2 D2 L2 B R2 B' U' L U' B2 D B' L2 D2 L' B Uw2 R2 B' R Rw2 Fw2 U2 R2 B' L Uw2 Fw2 Uw R Uw2 L' Fw2 D Rw' F Uw Fw2 Rw F R;2026-01-22 23:54:44;1:11.26
369;59.58;;F2 L2 U B2 D R2 B2 D2 R2 F2 U B2 L' D2 F D B R B' D' B2 Uw2 Rw2 U' Fw2 U R' D' B2 R2 U L' U2 Fw' D2 Rw2 B R' Fw2 R' Rw2 Uw' R2 Rw Uw;2026-01-22 23:56:20;59.58
370;1:13.32;;R' B R' U2 L' F2 L2 B2 U2 D2 L2 U B L D B2 R' B U' Fw2 U Fw2 U' Uw2 L' U' F2 Rw2 B2 L Fw U2 L D' Fw' L2 Rw' Fw L2 Fw2 L' U' Uw';2026-01-22 23:57:53;1:13.32
371;59.57;;R2 D F' D' F' D R' L B2 U' B2 U' L2 B2 D' R2 D' B2 D B' Uw2 R' U' Rw2 F2 Fw2 L2 U Fw2 D F2 L' U2 Fw' L2 Fw2 U' Uw2 F Uw Fw Uw2 F' U Rw;2026-01-22 23:59:29;59.57
372;1:08.75;;F D R F2 D2 F2 D2 L D2 L' D2 F' B2 D' F R2 U' D B' Fw2 D Fw2 D2 R' L Uw2 F2 Rw2 D' L D' F' Uw2 Fw L' Rw Fw R F2 B' Uw F' B;2026-01-23 00:01:08;1:08.75
373;1:22.49;;U2 F B' U2 B D2 L2 F' L2 F' U' F2 B2 L2 F D' L' F' U' D' Uw2 F' R' L' Fw2 D2 L B' Rw2 F' B2 Uw B U2 L F2 Fw Rw' B2 R2 Rw' Uw' Rw' D';2026-01-23 00:02:53;1:22.49
374;1:15.53;;F2 U F' U2 F' R' U R B2 R U2 L' U2 F2 U2 D2 L' F' U Uw2 Fw2 Rw2 U' R Uw2 Fw2 R2 F2 Fw2 U Fw2 R' Fw' L' Fw2 U' Rw U' Rw2 Uw' L2 F Fw2 R';2026-01-23 00:04:38;1:15.53
375;1:10.79;;B' D F L' D F' U' L2 B D2 B' D2 F2 U2 L2 F' R2 F' U' L Uw2 Fw2 L Uw2 F2 D' R D' F2 L2 D' B D2 Fw' U2 R' B' Uw' R Rw' Fw D Rw2 F2;2026-01-23 15:49:05;1:10.79
376;1:14.44;;F' U R2 L2 U2 R F' D B' L2 B' U2 R2 F2 U2 B' D2 R2 B R' Uw2 Fw2 Rw2 U' F2 D Rw2 B' D R2 F' B D2 Rw B2 U L2 Rw Fw2 Uw Rw U' D' Rw U Fw;2026-01-23 15:50:50;1:14.44
377;1:00.57;;B U2 F2 L2 F2 L2 U2 L2 B' U2 F' U' D2 L2 B' L F' D L2 F L2 Uw2 Rw2 F R F Fw2 Uw2 B2 U2 L' F' L' U R2 Uw' R' D2 Rw' U' Uw B Fw Uw' L2 U;2026-01-23 15:52:26;1:00.57
378;1:09.29;;L2 F2 R2 D2 B2 U' L2 D F2 B2 U L2 B U R' F' B2 U' D2 L' Rw2 D Fw2 D2 R U2 B2 U2 L Uw2 R' Fw' U F' Fw' R2 B' Rw' B' Uw Fw' D Uw2 L2 Rw;2026-01-23 15:54:11;1:09.29
379;DNF(1:05.42);;D' R2 D' B' D L' F2 U R2 D2 F' D2 B D2 F2 L2 F L' Fw2 D' L Rw2 U Uw2 Fw2 U D' R' L Fw2 D' B' Fw D' B L' Uw Fw2 Rw2 Fw' Rw2 F B2 Fw;2026-01-23 15:55:42;1:05.42
380;1:16.67;;U F2 D2 R2 B2 U R2 L2 U2 B2 R' B' R' L F2 L2 B' U' B' U' Fw2 L' Uw2 L U2 L D Uw2 L' B2 D' Fw U2 Fw' U R' F' Rw' Uw R Fw2 Rw B2 L D2;2026-01-23 15:57:55;1:16.67
381;1:14.38;;L2 D2 B U2 D2 F2 R2 L2 F' U2 R' F2 L' D F' U' R L' F2 R' Fw2 U' Uw2 B D' Rw2 F U' Uw2 F R2 B' Uw2 Rw' F' Rw2 D F2 Rw U' Uw F' Fw' L' Rw D';2026-01-23 15:59:42;1:14.38
382;1:15.84;;R U2 B' U2 B U2 L2 U2 L2 F' L2 F' B2 L' B' U R L' D' F Uw2 B U Rw2 Fw2 U F L2 U' F2 B Rw2 D' Rw' D' B D2 Fw2 Rw' Fw D' R2 Fw' Uw;2026-01-23 16:01:25;1:15.84
383;1:25.89;;F L' F' D' F' B' D2 F R2 B2 U2 L D2 L' F2 R' F2 Rw2 U' F2 R2 U Fw2 L U2 R2 D' Rw2 Fw' D' R' F2 Rw2 D2 Rw U Rw' Uw F' B' R';2026-01-23 16:03:08;1:25.89
384;1:09.94;;U' F2 B2 R' F' B' D' B U' F2 L' U2 L U2 B2 R' F2 L' D2 Uw2 B' U2 B2 Rw2 F' L' Uw2 Rw2 U2 Fw2 U2 Uw R U2 Rw2 B2 Uw L' Uw2 F2 Fw L' Fw';2026-01-23 16:05:06;1:09.94
385;1:13.39;;B2 U2 D2 R' U2 R D2 L' B2 R' D2 B' D' L2 U D' L' F R2 F' Fw2 D' L2 Fw2 R2 Uw2 B2 U Fw2 L' D L2 Fw R2 L U' Rw' F U D Fw2 Rw Fw;2026-01-23 16:06:41;1:13.39
386;1:12.21;;B' U' F2 B U2 B2 R2 U2 D2 B' U2 L2 B' U2 L' U D2 F2 D B L2 Fw2 L' F2 Uw2 L' B L2 F Fw2 R Uw B L2 D' R Rw' B2 Fw' R D Rw D' L2;2026-01-23 16:10:08;1:12.21
387;1:04.36;;L' B R2 B D2 R2 B2 R2 F' B2 L2 B' L B' U D2 R' L' U L2 Rw2 F R2 Uw2 L2 Fw2 L2 F' D B' D Rw B R2 Fw2 D2 Rw D Uw Fw R Fw U Uw2;2026-01-23 16:11:53;1:04.36
388;1:19.10;;F2 B2 D2 L B2 R2 L2 U2 F2 L U' B' R2 U F2 D' B' U F L' Fw2 L' F' Fw2 R' B' D2 Fw2 R' B U2 Uw L2 F' R2 Uw B D' Fw' D L2 Rw Fw2 R' B2;2026-01-23 16:13:33;1:19.10
389;DNF(1:00.95);;B2 U' D B' D2 R' F U2 F R2 B2 D R2 D' F2 B2 D' B2 R2 Fw2 U' L2 B2 U Rw2 Fw2 L' D' R L Fw' L' F2 Uw2 R' U' D Rw Fw' D2 L2 U' F Uw';2026-01-23 16:17:11;1:00.95
390;1:07.45;;L' U R2 D2 L2 B U2 F L2 D2 B' L2 B2 L2 D' F2 L' F' R2 U B Uw2 F' Rw2 Fw2 Rw2 F U' F2 R2 U2 F' D Rw' F' L2 U2 R Rw2 U2 Uw L F' B Fw2 Uw;2026-01-23 16:19:18;1:07.45
391;1:28.42;;F2 U R2 F2 D2 B2 U B2 R2 U R2 U' F' B2 R2 D' L' F D B U Rw2 Uw2 B' U2 Fw2 U' R2 Uw2 Fw2 U2 B2 D2 R' F2 L' Rw' Uw2 Rw' Fw' Uw2 Fw L Rw' B2 R';2026-01-23 16:20:49;1:28.42
392;1:01.54;;F R' F2 U2 R D2 B2 D2 R U2 L2 U B R' D' R U F R2 Fw2 L Rw2 Fw2 R' U' L2 U Fw2 R' D2 B D Rw2 B2 Uw Rw Uw' R' Rw' Fw Rw2;2026-01-23 16:22:43;1:01.54
393;1:08.76;;L2 F U' D2 B' U2 F' R2 L2 D2 F2 R2 F2 R2 L' B' D F' B U L' Rw2 Uw2 R F' Rw2 D2 R' L' F B' L' F Uw' R F B' L2 U2 Fw2 Uw' Fw' Uw2 Rw' F2 L';2026-01-23 16:24:16;1:08.76
394;1:14.17;;U2 R L F2 D2 F2 L U2 L D' F U F B2 L B' U R F2 Fw2 U R' Uw2 R L Uw2 B2 D' L D Uw2 L' Fw' L' Fw R2 Uw B Rw Fw2 Uw' L2 U' D2;2026-01-23 16:25:45;1:14.17
395;1:26.28;;U' B R U2 D F2 R' B2 R B' L2 U2 L2 F' B' U2 L2 B' L2 B Fw2 L' D' Rw2 U2 Rw2 D' R2 F2 R Fw' R2 Fw R2 D' R' Uw B' L Fw Rw2 D';2026-01-23 16:27:25;1:26.28
396;1:14.71;;F' R' U2 F2 R2 L2 U2 F' U2 F L2 F D2 F' R' U' B U2 B2 L' D' Fw2 D' Uw2 B2 D' B' D Uw2 L2 Uw2 R2 L2 Rw' B' U R L' F Rw Fw' Uw' Fw L Fw R2;2026-01-23 16:29:19;1:14.71
397;1:06.07;;L2 F2 U F2 D2 F2 B2 R2 U' R2 D' F2 L F D' R U' D2 F U' R Uw2 L2 F' R Uw2 R Rw2 F B R2 Uw2 F' R' D' L' Uw' L' Uw2 Fw' U2 Rw' Uw2 L D' Rw;2026-01-23 16:30:54;1:06.07
398;1:00.84;;L' B2 D' B' L2 B R2 L2 B' L2 D2 F L2 D R' L' D B U2 F R Rw2 Uw2 F' Fw2 D F D2 Fw2 U Rw2 F U2 B R D R2 Rw' Uw2 B2 Rw' Uw' F' R Uw2 Rw D;2026-01-23 16:32:35;1:00.84
399;1:02.37;;D' F B L2 D2 B R2 D2 F U2 B' R2 U L' F R2 L' F2 L2 D F' Uw2 Rw2 B2 Uw2 L B' Rw2 F2 Fw2 R D2 Uw' F' D2 L U2 D2 Fw' R' Rw' Fw2 U' L' Fw;2026-01-23 16:34:56;1:02.37
400;1:21.20;;R' B2 D F2 B2 U F2 D' B2 R2 L2 D R L' F' R' B' L' B U D2 Rw2 F Fw2 Rw2 U' D Rw2 B' D2 L2 U Fw2 Rw' B R' L D Fw2 Uw F' R F' B Uw2 Fw';2026-01-23 16:36:22;1:21.20
401;1:04.95;;L2 B2 D R2 U B2 U2 R2 B2 D2 B2 D' F D' L' U' B R' F' D' R2 Fw2 U Uw2 R2 L Fw2 L D' Fw2 L D R' L Fw' D2 B U Uw2 Fw Uw L2 F' D2 Uw' L2;2026-01-23 16:38:08;1:04.95
402;1:12.98;;F2 D' B2 R U L' D B2 R2 L2 B' L2 F L2 F2 R2 U2 F U' F' Fw2 D2 R' Fw2 D' R Uw2 L U' R2 L2 Fw2 L B' R2 Fw Uw2 Fw' Rw Uw' R Fw L U' Uw';2026-01-23 16:39:31;1:12.98
403;1:07.14;;U2 F2 L2 B2 R2 F L2 F U2 F2 R2 L D L F' R U' L B' U' Fw2 Uw2 L' F2 B2 R2 F R' Uw2 R' F D2 Uw' L2 U R' Uw R' Fw R' Rw' F2 B U Rw2;2026-01-23 16:41:05;1:07.14
404;1:08.27;;L D B' U2 L F U L2 D F2 L2 F2 R U2 F2 L' U2 Rw2 F' Uw2 L2 Fw2 R' F2 Fw2 L Uw2 R2 B Uw' R2 Uw L2 F' D2 Rw' D Rw2 Fw' R' Rw';2026-01-23 16:42:36;1:08.27
405;1:13.11;;D R' L2 D2 F' U2 B' D2 F' R2 F U2 B2 L' U' R' F' L' B2 U2 Rw2 Fw2 R L2 D' B2 Uw2 L Rw2 D' R' Fw2 L2 Fw' L2 F' D2 Uw2 Rw2 Uw F2 R' Rw Uw' F;2026-01-23 16:44:06;1:13.11
